account_id,name,risk_score,dpd,total_debt,due_date,loan_type,region,last_payment_date,payment_frequency,partial_payments_count,payment_channel,last_contact_channel,response_time_avg,bot_interaction_score,call_pickup_rate,occupation_type,region_income_level,loan_purpose,stage_last_contacted,touchpoints_count,recommended_next_action,age,monthly_income,last_payment_days_ago,contact_channel,response_behavior,risk_level,dpd_bucket,income_level,ai_risk_score
ACC0764,Ying,0.81,16,91613,2025-07-26,Credit Card,South,2025-06-08,Weekly,5,BankBranch,Phone,52,0.28,0.61,Freelancer,Low,Investment,Stage 2,3,Call,43,79537,22,Voice,Responsive,Low,8–30,High,0.99
ACC0765,Nok,0.31,6,16452,2025-07-15,Credit Card,Bangkok,2025-07-04,Weekly,3,ATM,LINE,1,0.91,0.45,Business Owner,Low,Consumption,Stage 0,4,Call,65,65779,59,SMS,Ignored,Medium,0–7,High,0.73
ACC0766,Kittipong,0.51,0,60157,2025-07-06,Home Loan,Northeast,2025-06-22,Irregular,5,BankBranch,SMS,44,0.66,0.64,Salaried,Low,Emergency,Stage 0,9,LINE Bot,20,52505,55,LINE,Responsive,High,0–7,High,0.51
ACC0767,Somsak,0.25,28,44603,2025-07-26,Personal Loan,Bangkok,2025-05-23,Irregular,1,ATM,Phone,22,0.11,0.06,Salaried,Medium,Consumption,Stage 1,4,Escalate,48,79945,73,Voice,Slow,Medium,8–30,High,0.71
ACC0768,Pim,0.58,5,81424,2025-06-21,Home Loan,South,2025-07-10,Irregular,0,ATM,Phone,18,0.79,0.35,Freelancer,Medium,Investment,Stage 2,10,Escalate,35,41117,3,None,Ignored,Low,0–7,High,0.53
ACC0769,Kittipong,0.2,25,12920,2025-06-19,SME Loan,North,2025-06-18,Weekly,0,ATM,SMS,18,0.25,0.89,Freelancer,High,Consumption,Stage 1,5,Send SMS,65,10622,85,Voice,Ignored,Low,8–30,Low,0.79
ACC0770,Somsak,0.27,12,80721,2025-07-02,Home Loan,Northeast,2025-05-26,Irregular,4,BankBranch,LINE,35,0.76,0.78,Unemployed,Low,Investment,Stage 0,4,Escalate,56,25816,71,SMS,Ignored,Medium,8–30,Mid,0.53
ACC0771,Chutima,0.75,16,82292,2025-07-01,Credit Card,Northeast,2025-07-08,Weekly,3,LINE,Phone,57,0.49,0.17,Salaried,High,Consumption,Stage 1,2,Send SMS,24,18870,25,LINE,Ignored,High,8–30,Mid,0.84
ACC0772,Somchai,1.0,0,16245,2025-08-04,Personal Loan,Northeast,2025-05-17,Monthly,0,LINE,Phone,37,0.14,0.01,Freelancer,Low,Consumption,Stage 1,9,Escalate,18,45126,49,SMS,Ignored,Low,0–7,High,0.65
ACC0773,Nok,0.4,3,8363,2025-07-04,Personal Loan,Bangkok,2025-06-11,Monthly,3,BankBranch,SMS,41,0.5,0.37,Unemployed,Medium,Consumption,Stage 1,4,LINE Bot,32,69216,3,None,Slow,Medium,0–7,High,0.51
ACC0774,Tida,0.46,22,68013,2025-07-29,Credit Card,North,2025-06-26,Weekly,0,BankBranch,SMS,38,0.27,0.53,Unemployed,Low,Investment,Stage 2,10,Escalate,35,38768,82,Voice,Slow,High,8–30,Mid,0.67
ACC0775,Nok,0.29,14,52941,2025-07-22,Car Loan,Northeast,2025-06-04,Irregular,1,MobileApp,SMS,30,0.27,0.31,Unemployed,High,Consumption,Stage 2,3,Escalate,40,78755,56,None,Ignored,Medium,8–30,High,0.53
ACC0776,Chutima,0.37,7,6978,2025-07-03,SME Loan,North,2025-06-12,Irregular,3,LINE,Email,66,0.35,0.87,Unemployed,Medium,Consumption,Stage 2,3,Send SMS,20,42823,20,Voice,Ignored,Medium,0–7,High,0.85
ACC0777,Somchai,0.96,7,83142,2025-07-23,Credit Card,South,2025-06-30,Irregular,1,MobileApp,LINE,65,0.34,0.16,Salaried,Low,Consumption,Stage 2,8,Call,57,41564,29,Voice,Responsive,Low,0–7,High,0.91
ACC0778,Ploy,0.43,29,36586,2025-07-13,Personal Loan,Central,2025-06-25,Irregular,2,LINE,Phone,44,0.78,0.67,Salaried,Medium,Consumption,Stage 2,4,Escalate,43,32185,63,Voice,Responsive,High,8–30,Mid,0.71
ACC0779,Ying,0.27,16,42450,2025-07-28,Credit Card,North,2025-05-24,Irregular,3,ATM,Phone,45,0.25,0.0,Business Owner,High,Investment,Stage 2,10,LINE Bot,46,69923,65,Voice,Responsive,High,8–30,High,0.82
ACC0780,Anan,0.55,21,96834,2025-07-31,Car Loan,North,2025-06-19,Irregular,2,BankBranch,SMS,44,0.37,0.36,Business Owner,Medium,Consumption,Stage 0,2,Send SMS,46,74748,17,SMS,Ignored,High,8–30,High,0.5
ACC0781,Golf,0.8,19,43213,2025-07-14,Car Loan,Northeast,2025-07-06,Monthly,2,LINE,SMS,53,0.73,0.78,Business Owner,Medium,Investment,Stage 2,2,LINE Bot,62,36828,30,SMS,Slow,Low,8–30,Mid,0.79
ACC0782,Kittipong,0.74,15,52747,2025-06-28,Credit Card,South,2025-06-09,Weekly,3,MobileApp,Email,40,0.03,0.26,Freelancer,Low,Consumption,Stage 1,10,Call,57,29425,5,SMS,Slow,Low,8–30,Mid,0.92
ACC0783,Kittipong,0.68,12,32349,2025-06-23,Credit Card,North,2025-06-13,Monthly,4,BankBranch,SMS,10,0.81,0.84,Business Owner,High,Consumption,Stage 1,6,Escalate,29,8707,85,SMS,Responsive,Medium,8–30,Low,0.84
ACC0784,Malee,0.55,22,60739,2025-06-18,Personal Loan,Bangkok,2025-06-08,Irregular,2,BankBranch,Phone,67,0.54,0.98,Unemployed,Low,Emergency,Stage 1,1,Send SMS,27,58242,42,None,Slow,Medium,8–30,High,0.89
ACC0785,Nok,0.73,10,33846,2025-07-09,Personal Loan,Bangkok,2025-05-13,Irregular,5,BankBranch,Phone,33,0.81,0.21,Freelancer,High,Emergency,Stage 1,9,LINE Bot,28,67526,22,Voice,Ignored,Low,8–30,High,0.51
ACC0786,Somsak,0.69,13,56627,2025-07-15,Car Loan,Central,2025-05-23,Irregular,1,MobileApp,LINE,30,0.59,0.16,Freelancer,High,Emergency,Stage 1,7,LINE Bot,41,58843,62,None,Ignored,High,8–30,High,0.8
ACC0787,Somsak,0.8,12,45984,2025-06-25,Home Loan,Northeast,2025-06-19,Monthly,3,BankBranch,Email,5,0.26,0.67,Business Owner,Low,Investment,Stage 2,1,LINE Bot,42,20500,69,LINE,Ignored,Medium,8–30,Mid,0.79
ACC0788,Aom,0.31,15,73552,2025-07-20,Home Loan,Bangkok,2025-06-07,Monthly,4,LINE,Email,55,0.88,0.04,Freelancer,Medium,Consumption,Stage 1,4,LINE Bot,21,22449,48,LINE,Ignored,Low,8–30,Mid,0.6
ACC0789,Aom,0.95,30,20458,2025-06-19,Home Loan,Central,2025-05-28,Irregular,3,ATM,SMS,44,0.59,0.99,Business Owner,Medium,Investment,Stage 0,6,LINE Bot,24,71241,24,None,Slow,High,8–30,High,0.89
ACC0790,Somsak,0.53,22,70322,2025-06-22,Credit Card,Bangkok,2025-05-24,Irregular,3,LINE,LINE,49,0.09,0.1,Unemployed,Medium,Consumption,Stage 0,3,Escalate,60,66387,17,LINE,Slow,High,8–30,High,0.9
ACC0791,Golf,0.08,24,19442,2025-07-04,Car Loan,Central,2025-06-01,Weekly,4,MobileApp,Phone,65,0.21,0.77,Unemployed,High,Consumption,Stage 1,6,Send SMS,37,68837,48,LINE,Ignored,High,8–30,High,0.71
ACC0792,Ying,0.17,13,26529,2025-06-22,Credit Card,Northeast,2025-06-21,Irregular,3,ATM,Phone,11,0.49,0.53,Freelancer,High,Consumption,Stage 2,9,LINE Bot,18,32687,40,Voice,Responsive,Medium,8–30,Mid,0.56
ACC0793,Somchai,0.36,13,78918,2025-06-21,Home Loan,South,2025-06-21,Weekly,1,LINE,Email,58,0.43,0.54,Freelancer,Low,Consumption,Stage 0,2,Escalate,22,63319,75,SMS,Responsive,Low,8–30,High,0.96
ACC0794,Veera,0.67,21,54094,2025-07-20,Car Loan,Central,2025-06-07,Monthly,0,BankBranch,Email,9,0.71,0.64,Unemployed,Medium,Investment,Stage 0,8,Call,27,8995,77,None,Responsive,Medium,8–30,Low,0.57
ACC0795,Nok,0.09,10,42622,2025-07-11,SME Loan,South,2025-05-23,Irregular,0,MobileApp,LINE,68,0.34,0.85,Business Owner,Low,Consumption,Stage 1,7,Call,37,34450,33,Voice,Ignored,Low,8–30,Mid,0.58
ACC0796,Chutima,0.4,22,11458,2025-06-16,Credit Card,Central,2025-06-07,Irregular,1,ATM,LINE,1,0.14,0.85,Salaried,High,Investment,Stage 2,6,Call,32,79581,69,SMS,Responsive,Low,8–30,High,1.0
ACC0797,Nok,0.62,23,91195,2025-06-28,SME Loan,North,2025-06-06,Monthly,1,MobileApp,Email,34,0.1,0.87,Business Owner,Medium,Investment,Stage 1,8,Send SMS,21,39193,73,Voice,Slow,Medium,8–30,Mid,0.58
ACC0798,Ploy,0.71,27,10253,2025-06-18,SME Loan,Central,2025-06-29,Monthly,3,ATM,LINE,47,0.88,0.32,Salaried,Low,Emergency,Stage 2,10,Send SMS,34,42180,49,LINE,Slow,High,8–30,High,0.79
ACC0799,Ying,0.32,17,49877,2025-06-26,Personal Loan,North,2025-05-22,Monthly,1,BankBranch,LINE,11,0.66,0.45,Freelancer,Medium,Consumption,Stage 0,5,Escalate,56,67651,81,LINE,Responsive,Medium,8–30,High,0.63
ACC0800,Nok,0.47,10,47245,2025-08-07,Home Loan,South,2025-06-11,Monthly,2,LINE,LINE,35,0.79,0.14,Business Owner,High,Investment,Stage 0,6,Call,61,40434,32,LINE,Responsive,High,8–30,High,0.75
ACC0801,Veera,0.15,23,21331,2025-06-27,Credit Card,Central,2025-06-10,Irregular,0,LINE,Phone,51,0.73,0.12,Unemployed,High,Investment,Stage 2,7,Escalate,53,36744,88,LINE,Ignored,High,8–30,Mid,0.67
ACC0802,Ying,0.25,26,70277,2025-06-24,SME Loan,South,2025-05-31,Weekly,0,ATM,Email,40,0.19,0.8,Salaried,Medium,Emergency,Stage 2,1,Escalate,39,53095,72,SMS,Ignored,Medium,8–30,High,0.88
ACC0803,Somsak,0.43,24,8450,2025-07-10,SME Loan,Northeast,2025-07-08,Monthly,0,LINE,SMS,58,0.65,0.15,Salaried,High,Emergency,Stage 2,7,Send SMS,59,32974,71,LINE,Slow,Low,8–30,Mid,0.69
ACC0804,Malee,0.35,10,94225,2025-07-03,Car Loan,South,2025-05-16,Irregular,0,MobileApp,Email,50,0.55,0.81,Salaried,High,Emergency,Stage 0,6,Escalate,41,68476,28,LINE,Responsive,Medium,8–30,High,0.87
ACC0805,Nok,0.81,20,44087,2025-06-15,Credit Card,Bangkok,2025-05-17,Irregular,2,LINE,Email,39,0.95,0.96,Business Owner,Low,Consumption,Stage 0,7,Send SMS,34,39885,13,SMS,Ignored,Medium,8–30,Mid,0.64
ACC0806,Ying,0.83,16,15094,2025-08-07,Home Loan,South,2025-06-12,Monthly,1,MobileApp,LINE,48,0.83,0.3,Unemployed,High,Consumption,Stage 1,3,LINE Bot,47,20050,19,None,Responsive,High,8–30,Mid,0.99
ACC0807,Pim,0.62,12,94368,2025-07-21,SME Loan,North,2025-06-03,Monthly,5,LINE,Phone,19,0.63,0.07,Freelancer,High,Investment,Stage 1,5,Call,52,70023,27,SMS,Ignored,High,8–30,High,0.86
ACC0808,Ying,0.82,10,59723,2025-07-11,Home Loan,Northeast,2025-06-11,Monthly,0,LINE,SMS,62,0.18,0.67,Unemployed,Low,Emergency,Stage 1,8,Call,63,26609,50,LINE,Responsive,Medium,8–30,Mid,0.55
ACC0809,Somsak,0.55,2,48586,2025-06-11,Home Loan,Northeast,2025-05-18,Monthly,2,BankBranch,Phone,57,0.05,0.19,Salaried,Low,Investment,Stage 1,9,Escalate,44,23302,26,Voice,Slow,High,0–7,Mid,0.59
ACC0810,Aom,0.24,13,89024,2025-07-20,SME Loan,Central,2025-06-02,Weekly,5,BankBranch,LINE,42,0.84,0.04,Unemployed,High,Consumption,Stage 0,5,Escalate,28,14774,3,SMS,Slow,Low,8–30,Low,0.51
ACC0811,Nok,0.43,2,58899,2025-07-04,Personal Loan,Bangkok,2025-06-22,Weekly,4,ATM,Email,55,0.42,0.79,Unemployed,High,Consumption,Stage 2,1,Send SMS,32,41220,37,None,Slow,High,0–7,High,0.79
ACC0812,Ying,1.0,1,92734,2025-07-25,Car Loan,Bangkok,2025-05-15,Monthly,3,BankBranch,Email,27,0.78,0.54,Salaried,High,Consumption,Stage 2,3,Send SMS,18,30620,84,None,Responsive,Medium,0–7,Mid,0.51
ACC0813,Tida,0.12,24,8142,2025-07-24,Personal Loan,Central,2025-06-16,Weekly,3,BankBranch,LINE,11,0.03,0.32,Unemployed,Medium,Emergency,Stage 2,5,Call,27,21422,30,LINE,Responsive,Medium,8–30,Mid,0.54
ACC0814,Tida,0.27,29,79499,2025-06-14,Credit Card,Central,2025-05-16,Weekly,3,MobileApp,Email,15,0.9,0.52,Salaried,Low,Emergency,Stage 2,5,Send SMS,54,58694,25,Voice,Slow,Medium,8–30,High,0.76
ACC0815,Tida,0.08,11,31909,2025-06-20,Home Loan,North,2025-06-22,Weekly,5,ATM,SMS,56,0.89,0.77,Salaried,Low,Consumption,Stage 1,3,Call,21,35112,64,SMS,Slow,Low,8–30,Mid,0.7
ACC0816,Veera,0.0,7,14628,2025-06-14,Personal Loan,South,2025-06-22,Monthly,4,MobileApp,Phone,20,0.8,0.35,Salaried,Medium,Consumption,Stage 1,10,Send SMS,59,44862,83,Voice,Ignored,Medium,0–7,High,0.55
ACC0817,Malee,0.37,7,47297,2025-07-28,Personal Loan,South,2025-06-21,Monthly,4,BankBranch,Phone,21,0.2,0.57,Salaried,High,Emergency,Stage 2,7,Escalate,49,8044,87,Voice,Slow,Medium,0–7,Low,0.68
ACC0818,Ying,0.47,7,10351,2025-07-07,SME Loan,Northeast,2025-07-02,Irregular,2,MobileApp,Email,42,0.12,0.47,Unemployed,Medium,Consumption,Stage 1,9,LINE Bot,62,53237,81,LINE,Slow,High,0–7,High,0.8
ACC0819,Nok,0.48,14,31476,2025-07-07,Credit Card,Bangkok,2025-06-28,Irregular,5,BankBranch,SMS,22,0.56,0.08,Freelancer,Low,Consumption,Stage 1,10,Escalate,40,31875,61,Voice,Responsive,Medium,8–30,Mid,0.74
ACC0820,Tida,0.13,26,78393,2025-08-07,Personal Loan,North,2025-05-22,Monthly,4,ATM,LINE,64,0.26,0.39,Unemployed,High,Consumption,Stage 1,2,Send SMS,47,69275,19,SMS,Ignored,Medium,8–30,High,0.75
ACC0821,Aom,0.34,2,36854,2025-07-17,Car Loan,Bangkok,2025-06-07,Weekly,0,ATM,SMS,1,0.52,0.19,Salaried,Low,Consumption,Stage 1,10,Send SMS,30,44353,1,SMS,Slow,Medium,0–7,High,0.87
ACC0822,Golf,0.76,19,24498,2025-08-07,Credit Card,South,2025-05-23,Monthly,0,ATM,Phone,50,0.73,0.79,Business Owner,Medium,Investment,Stage 0,8,Call,40,77469,25,LINE,Slow,Medium,8–30,High,0.59
ACC0823,Somchai,0.6,24,8351,2025-08-06,Credit Card,Bangkok,2025-05-18,Monthly,5,BankBranch,Email,60,0.14,0.0,Freelancer,Medium,Consumption,Stage 0,3,Escalate,51,57449,26,Voice,Slow,Low,8–30,High,0.52
ACC0824,Ploy,0.32,17,70808,2025-06-10,Personal Loan,South,2025-07-03,Irregular,1,BankBranch,Email,21,0.49,0.85,Freelancer,Low,Investment,Stage 1,2,Send SMS,54,47006,52,LINE,Responsive,High,8–30,High,1.0
ACC0825,Kittipong,0.61,1,22010,2025-06-13,Credit Card,Bangkok,2025-06-13,Weekly,5,LINE,SMS,22,0.56,0.28,Freelancer,High,Emergency,Stage 1,8,Escalate,60,17946,80,SMS,Ignored,Medium,0–7,Mid,0.98
ACC0826,Ploy,0.68,0,50226,2025-07-02,Car Loan,Bangkok,2025-06-09,Monthly,2,MobileApp,LINE,6,0.31,0.19,Unemployed,High,Consumption,Stage 1,2,Send SMS,26,53821,9,None,Slow,Medium,0–7,High,0.53
ACC0827,Veera,0.73,4,81056,2025-07-10,Credit Card,Central,2025-05-18,Monthly,2,MobileApp,Email,56,0.86,0.49,Freelancer,High,Investment,Stage 2,7,Escalate,27,33810,73,Voice,Ignored,High,0–7,Mid,0.67
ACC0828,Ying,0.09,28,70943,2025-06-12,Home Loan,Central,2025-06-10,Monthly,0,LINE,SMS,62,0.3,0.94,Unemployed,High,Investment,Stage 1,9,Escalate,55,71394,36,SMS,Ignored,Low,8–30,High,0.73
ACC0829,Kittipong,0.45,1,11259,2025-07-21,Personal Loan,Northeast,2025-06-21,Monthly,3,ATM,SMS,46,0.84,0.03,Unemployed,High,Emergency,Stage 0,1,Call,25,50798,58,SMS,Ignored,Medium,0–7,High,0.71
ACC0830,Nok,0.15,9,19135,2025-07-01,SME Loan,Bangkok,2025-05-23,Weekly,0,ATM,Phone,13,0.49,0.59,Unemployed,High,Investment,Stage 0,2,LINE Bot,59,39196,43,None,Slow,Low,8–30,Mid,0.72
ACC0831,Somchai,0.14,15,90653,2025-07-08,SME Loan,Central,2025-05-31,Weekly,4,LINE,Email,70,0.6,0.17,Unemployed,High,Investment,Stage 2,10,Send SMS,58,19457,0,LINE,Responsive,Low,8–30,Mid,0.56
ACC0832,Somsak,0.99,28,16644,2025-07-12,Home Loan,Northeast,2025-06-26,Weekly,0,ATM,LINE,60,0.49,0.59,Unemployed,High,Emergency,Stage 0,10,Escalate,28,12482,53,Voice,Ignored,Low,8–30,Low,0.8
ACC0833,Anan,0.52,2,44772,2025-07-31,SME Loan,North,2025-06-13,Monthly,4,LINE,Email,45,0.77,0.02,Unemployed,Medium,Investment,Stage 0,1,Call,48,17115,81,LINE,Ignored,Medium,0–7,Mid,0.63
ACC0834,Somsak,0.78,29,19469,2025-07-03,Credit Card,Northeast,2025-07-10,Monthly,4,MobileApp,LINE,12,0.46,0.69,Salaried,Low,Consumption,Stage 1,3,Send SMS,47,13738,82,SMS,Responsive,High,8–30,Low,0.81
ACC0835,Aom,0.53,5,94495,2025-07-12,Credit Card,South,2025-06-07,Weekly,5,LINE,LINE,11,0.49,0.54,Unemployed,High,Consumption,Stage 1,9,Escalate,23,42828,17,SMS,Responsive,Low,0–7,High,0.98
ACC0836,Anan,0.8,24,37781,2025-06-23,Credit Card,South,2025-05-25,Weekly,1,ATM,SMS,41,0.3,0.28,Salaried,Medium,Emergency,Stage 1,3,Send SMS,64,52252,63,SMS,Ignored,Low,8–30,High,0.52
ACC0837,Veera,0.45,5,74589,2025-07-31,Car Loan,Central,2025-05-23,Irregular,0,ATM,LINE,29,0.42,0.81,Salaried,Low,Investment,Stage 0,3,LINE Bot,38,77819,31,Voice,Responsive,Low,0–7,High,0.91
ACC0838,Chutima,0.69,25,63761,2025-08-04,Car Loan,North,2025-06-05,Weekly,3,LINE,LINE,47,0.48,0.26,Freelancer,Medium,Emergency,Stage 2,2,Send SMS,45,48460,38,None,Slow,Medium,8–30,High,0.8
ACC0839,Ploy,0.47,26,89412,2025-08-06,Home Loan,Bangkok,2025-05-20,Irregular,2,MobileApp,SMS,23,0.14,0.83,Unemployed,Medium,Emergency,Stage 0,6,LINE Bot,24,74783,77,LINE,Responsive,High,8–30,High,0.91
ACC0840,Malee,0.92,28,17969,2025-07-28,SME Loan,North,2025-05-25,Irregular,3,BankBranch,LINE,48,0.96,0.17,Unemployed,High,Consumption,Stage 2,2,LINE Bot,28,47352,38,SMS,Ignored,Low,8–30,High,0.67
ACC0841,Aom,0.98,22,13750,2025-07-02,Credit Card,North,2025-05-31,Monthly,3,LINE,SMS,20,0.17,0.18,Business Owner,High,Consumption,Stage 1,10,LINE Bot,37,76891,35,SMS,Ignored,Medium,8–30,High,0.54
ACC0842,Pim,0.93,11,72642,2025-07-19,Car Loan,South,2025-07-07,Weekly,1,BankBranch,Phone,16,0.35,0.87,Salaried,Low,Investment,Stage 1,8,Escalate,63,16884,71,Voice,Responsive,Low,8–30,Mid,0.85
ACC0843,Pim,0.63,17,85955,2025-07-26,Car Loan,South,2025-06-06,Irregular,0,LINE,SMS,56,0.03,0.45,Business Owner,High,Investment,Stage 0,1,LINE Bot,31,10749,37,Voice,Ignored,Low,8–30,Low,0.52
ACC0844,Ying,0.68,18,39051,2025-07-26,Credit Card,Bangkok,2025-05-12,Irregular,5,LINE,Email,50,0.27,0.49,Salaried,High,Consumption,Stage 2,3,Escalate,35,61416,71,LINE,Slow,High,8–30,High,0.69
ACC0845,Veera,0.42,10,65731,2025-07-22,SME Loan,Bangkok,2025-06-25,Irregular,3,ATM,LINE,37,0.52,0.12,Salaried,Low,Emergency,Stage 0,2,Call,64,71903,13,Voice,Slow,High,8–30,High,0.63
ACC0846,Kittipong,0.39,22,80779,2025-07-26,Personal Loan,South,2025-05-15,Weekly,3,LINE,Email,51,0.94,0.4,Salaried,Low,Emergency,Stage 2,3,Escalate,57,43626,12,Voice,Ignored,Low,8–30,High,0.71
ACC0847,Aom,0.42,11,22943,2025-07-04,Personal Loan,Northeast,2025-05-29,Irregular,3,BankBranch,SMS,57,0.88,0.45,Freelancer,High,Consumption,Stage 2,8,Call,20,67087,54,None,Slow,High,8–30,High,0.67
ACC0848,Somchai,0.65,30,21483,2025-06-25,Personal Loan,Northeast,2025-06-23,Irregular,4,MobileApp,LINE,46,0.62,0.19,Unemployed,High,Consumption,Stage 0,10,Send SMS,65,37041,87,None,Ignored,Medium,8–30,Mid,0.86
ACC0849,Tida,0.98,10,54856,2025-06-16,SME Loan,Central,2025-06-11,Irregular,3,LINE,SMS,20,0.06,0.73,Business Owner,Medium,Investment,Stage 2,4,LINE Bot,32,10573,1,SMS,Ignored,Medium,8–30,Low,0.96
ACC0850,Chutima,0.96,17,89403,2025-08-02,Personal Loan,South,2025-06-16,Monthly,0,MobileApp,SMS,7,0.57,0.15,Freelancer,Low,Consumption,Stage 1,3,Send SMS,49,51609,33,Voice,Slow,Low,8–30,High,0.89
ACC0851,Veera,0.46,20,86118,2025-06-26,Home Loan,South,2025-07-01,Monthly,0,MobileApp,Phone,37,0.5,0.41,Business Owner,Low,Consumption,Stage 0,7,Escalate,23,68352,4,Voice,Ignored,Low,8–30,High,0.93
ACC0852,Malee,0.79,14,72895,2025-07-05,Car Loan,South,2025-06-13,Irregular,5,LINE,LINE,54,0.02,0.54,Business Owner,High,Emergency,Stage 0,9,Escalate,26,67373,10,Voice,Ignored,Low,8–30,High,0.64
ACC0853,Golf,0.37,26,8179,2025-08-08,Home Loan,Bangkok,2025-07-01,Irregular,1,BankBranch,SMS,67,0.61,0.07,Business Owner,Medium,Emergency,Stage 1,6,Send SMS,51,67606,47,LINE,Ignored,High,8–30,High,0.79
ACC0854,Chutima,0.16,3,12040,2025-08-08,Personal Loan,Central,2025-05-27,Monthly,1,LINE,Phone,47,0.23,0.1,Unemployed,High,Consumption,Stage 2,6,LINE Bot,20,34928,4,SMS,Ignored,High,0–7,Mid,0.58
ACC0855,Veera,0.5,9,29345,2025-07-16,Credit Card,Central,2025-06-26,Irregular,2,LINE,SMS,70,0.07,0.08,Salaried,Low,Consumption,Stage 0,4,Call,54,16310,80,SMS,Slow,Low,8–30,Mid,0.67
ACC0856,Somchai,0.75,5,29086,2025-07-08,Personal Loan,Bangkok,2025-06-06,Monthly,2,BankBranch,LINE,9,0.69,0.95,Unemployed,Low,Consumption,Stage 1,1,LINE Bot,56,50102,54,SMS,Responsive,Medium,0–7,High,0.94
ACC0857,Malee,0.38,6,37458,2025-07-13,Car Loan,Northeast,2025-06-01,Irregular,5,BankBranch,LINE,53,0.25,0.26,Business Owner,Low,Consumption,Stage 0,9,Send SMS,35,12254,84,SMS,Responsive,Medium,0–7,Low,0.51
ACC0858,Somsak,0.04,9,95834,2025-07-25,Home Loan,North,2025-06-24,Weekly,0,BankBranch,Email,68,0.46,0.05,Freelancer,High,Investment,Stage 0,4,Call,60,11013,90,Voice,Ignored,Low,8–30,Low,0.7
ACC0859,Somsak,0.75,7,80312,2025-07-21,Credit Card,Northeast,2025-05-11,Monthly,3,LINE,LINE,49,0.03,0.78,Freelancer,Medium,Investment,Stage 1,1,LINE Bot,27,23275,56,LINE,Responsive,High,0–7,Mid,0.93
ACC0860,Ploy,0.28,12,66038,2025-07-11,Home Loan,North,2025-06-23,Monthly,0,BankBranch,Phone,29,0.26,0.27,Unemployed,High,Emergency,Stage 0,3,LINE Bot,39,78393,32,Voice,Slow,Low,8–30,High,0.65
ACC0861,Golf,0.38,29,64803,2025-06-30,SME Loan,Northeast,2025-07-03,Monthly,4,LINE,Phone,20,0.59,0.19,Unemployed,Medium,Investment,Stage 2,10,Call,20,56135,35,Voice,Slow,Low,8–30,High,0.72
ACC0862,Somchai,0.03,23,14642,2025-06-12,Personal Loan,South,2025-05-11,Monthly,5,ATM,Email,38,0.85,0.14,Freelancer,Low,Emergency,Stage 2,10,Send SMS,44,35866,3,SMS,Responsive,Low,8–30,Mid,0.63
ACC0863,Veera,0.87,16,8508,2025-06-24,Personal Loan,North,2025-06-27,Weekly,2,BankBranch,SMS,50,0.37,0.57,Freelancer,High,Consumption,Stage 1,7,LINE Bot,54,61720,47,LINE,Slow,Medium,8–30,High,0.94
ACC0864,Pim,0.25,0,16172,2025-07-10,Home Loan,Northeast,2025-07-05,Irregular,3,BankBranch,LINE,16,0.28,0.38,Unemployed,Low,Consumption,Stage 2,7,Escalate,19,68856,70,None,Responsive,Low,0–7,High,0.96
ACC0865,Chutima,0.12,27,53010,2025-07-11,SME Loan,Central,2025-07-03,Irregular,0,MobileApp,SMS,11,0.27,0.04,Unemployed,Medium,Emergency,Stage 1,8,LINE Bot,30,43722,18,SMS,Slow,Medium,8–30,High,0.94
ACC0866,Nok,0.04,8,29090,2025-06-26,Credit Card,South,2025-05-16,Weekly,2,ATM,Email,52,0.63,1.0,Freelancer,Low,Investment,Stage 1,8,LINE Bot,60,43777,49,SMS,Ignored,Medium,8–30,High,0.96
ACC0867,Veera,0.43,10,92666,2025-06-12,Car Loan,South,2025-05-15,Weekly,1,ATM,LINE,21,0.71,0.23,Business Owner,High,Consumption,Stage 2,4,Escalate,43,60520,33,None,Ignored,Low,8–30,High,0.67
ACC0868,Kittipong,0.46,26,80163,2025-07-24,Personal Loan,Central,2025-05-11,Irregular,0,ATM,LINE,25,0.46,0.19,Unemployed,Medium,Investment,Stage 0,3,Call,26,21438,27,Voice,Responsive,Low,8–30,Mid,0.96
ACC0869,Golf,0.74,28,44463,2025-07-07,Personal Loan,South,2025-05-16,Weekly,2,BankBranch,Phone,6,0.27,0.67,Freelancer,High,Consumption,Stage 0,3,Escalate,33,51901,81,None,Ignored,Low,8–30,High,0.53
ACC0870,Nok,0.34,13,99597,2025-07-24,SME Loan,North,2025-07-05,Weekly,4,MobileApp,Email,3,0.34,0.46,Unemployed,Low,Consumption,Stage 2,6,Escalate,63,62789,59,Voice,Responsive,Low,8–30,High,0.93
ACC0871,Anan,0.9,17,25222,2025-07-11,Credit Card,Central,2025-05-17,Weekly,2,ATM,SMS,36,0.2,0.65,Freelancer,High,Investment,Stage 1,8,LINE Bot,45,78570,6,SMS,Ignored,Medium,8–30,High,0.69
ACC0872,Nok,0.2,22,8392,2025-07-04,Personal Loan,Bangkok,2025-07-09,Irregular,1,BankBranch,LINE,8,0.29,0.73,Business Owner,Medium,Emergency,Stage 0,1,Call,49,32866,12,None,Ignored,High,8–30,Mid,0.8
ACC0873,Ying,0.04,7,49006,2025-08-05,SME Loan,Central,2025-05-28,Monthly,5,MobileApp,SMS,65,0.24,0.43,Business Owner,High,Emergency,Stage 1,4,Escalate,19,51883,53,None,Ignored,Low,0–7,High,0.78
